AAEL011696;AAEL001005
AAEL001009;AAEL014369
AAEL013002;AAEL004839
AAEL013615;AAEL006785
AAEL005148;AAEL008603
AAEL012306;AAEL006362
AAEL012675;AAEL005690
AAEL006061;AAEL010087
AAEL006782;AAEL013527
AAEL007426;AAEL000179
AAEL001838;AAEL009805
AAEL013539;AAEL001919
AAEL001359;AAEL003912
AAEL009059;AAEL012310
AAEL011780;AAEL007683
AAEL002121;AAEL000241
AAEL007637;AAEL007637
AAEL001950;AAEL011591
AAEL011093;AAEL008733
AAEL013278;AAEL009584
AAEL011471;AAEL012686
AAEL000825;AAEL011742
AAEL005046;AAEL012459
AAEL006419;AAEL011502
AAEL013389;AAEL007696
AAEL003744;AAEL007871
AAEL004475;AAEL001904
AAEL004475;AAEL009041
AAEL008247;AAEL015182
AAEL001756;AAEL007871
AAEL010621;AAEL001005
AAEL010315;AAEL004711
AAEL011750;AAEL012310
AAEL006187;AAEL010359
AAEL011866;AAEL003786
AAEL005741;AAEL012355
AAEL005742;AAEL007067
AAEL004173;AAEL007297
AAEL000568;AAEL007297
AAEL001270;AAEL006367
AAEL008336;AAEL005400
AAEL011197;AAEL014868
AAEL000568;AAEL000270
AAEL006061;AAEL006174
AAEL008247;AAEL014314
AAEL004173;AAEL000270
AAEL014046;AAEL005947
AAEL008755;AAEL014869
AAEL012115;AAEL014095
AAEL008755;AAEL012284
AAEL013071;AAEL002804
AAEL014070;AAEL013470
AAEL012115;AAEL013470
AAEL014070;AAEL014095
AAEL005339;AAEL002240
AAEL008392;AAEL005730
AAEL005706;AAEL000733
AAEL001756;AAEL014508
AAEL007801;AAEL007462
AAEL010688;AAEL003912
AAEL004711;AAEL011529
AAEL004711;AAEL010572
AAEL011439;AAEL012004
AAEL004733;AAEL007297
AAEL009302;AAEL005719
AAEL011379;AAEL001030
AAEL004896;AAEL001475
AAEL009041;AAEL001904
AAEL002785;AAEL002800
AAEL007908;AAEL007908
AAEL000118;AAEL005719
AAEL005742;AAEL001972
AAEL013061;AAEL002879
AAEL013767;AAEL012930
AAEL001176;AAEL000900
AAEL007293;AAEL007293
AAEL004942;AAEL004371
AAEL001976;AAEL001976
AAEL007293;AAEL001976
AAEL004733;AAEL012122
AAEL013089;AAEL006061
AAEL015007;AAEL006061
AAEL000895;AAEL000583
AAEL004586;AAEL014491
AAEL015007;AAEL009898
AAEL013089;AAEL009898
AAEL001950;AAEL006621
AAEL013621;AAEL007731
AAEL004536;AAEL003634
AAEL006738;AAEL005347
AAEL006221;AAEL003206
AAEL004173;AAEL012122
AAEL001972;AAEL006789
AAEL000568;AAEL012122
AAEL013369;AAEL002831
AAEL004858;AAEL003622
AAEL004835;AAEL003622
AAEL013045;AAEL012513
AAEL012812;AAEL012513
AAEL004668;AAEL015296
AAEL009833;AAEL007762
AAEL010166;AAEL001091
AAEL014440;AAEL001091
AAEL008189;AAEL015013
AAEL003954;AAEL001091
AAEL013538;AAEL009614
AAEL002418;AAEL005162
AAEL002098;AAEL011057
AAEL007049;AAEL010087
AAEL000982;AAEL004132
AAEL012925;AAEL013767
AAEL011273;AAEL006299
AAEL001066;AAEL007760
AAEL001034;AAEL010108
AAEL001378;AAEL002445
AAEL012197;AAEL007149
AAEL006009;AAEL006843
AAEL001345;AAEL012409
AAEL009216;AAEL007293
AAEL008794;AAEL011692
AAEL009905;AAEL001324
AAEL009216;AAEL001976
AAEL008794;AAEL010617
AAEL000339;AAEL005879
AAEL012280;AAEL012280
AAEL015467;AAEL011739
AAEL003539;AAEL014963
AAEL001831;AAEL013998
AAEL010468;AAEL013134
AAEL007067;AAEL006789
AAEL012459;AAEL000902
AAEL003347;AAEL000569
AAEL001038;AAEL000404
AAEL000175;AAEL000185
AAEL007326;AAEL009400
AAEL006725;AAEL000394
AAEL008247;AAEL007692
AAEL012413;AAEL006144
AAEL003744;AAEL012735
AAEL004364;AAEL007573
AAEL009059;AAEL001904
AAEL004237;AAEL010559
AAEL005336;AAEL005336
AAEL007185;AAEL002831
AAEL002975;AAEL002445
AAEL005934;AAEL014813
AAEL005934;AAEL010486
AAEL003648;AAEL005083
AAEL009170;AAEL010433
AAEL009160;AAEL008262
AAEL004733;AAEL012419
AAEL005802;AAEL006937
AAEL011087;AAEL003552
AAEL008320;AAEL007581
AAEL011466;AAEL007149
AAEL011745;AAEL006299
AAEL003831;AAEL004763
AAEL014408;AAEL001946
AAEL007035;AAEL004797
AAEL014763;AAEL007035
AAEL008582;AAEL010008
AAEL005025;AAEL009839
AAEL008755;AAEL003401
AAEL000832;AAEL005719
AAEL008320;AAEL002800
AAEL004351;AAEL004351
AAEL003744;AAEL003273
AAEL000673;AAEL001187
AAEL013596;AAEL009192
AAEL009287;AAEL009287
AAEL001324;AAEL006223
AAEL003549;AAEL002523
AAEL012439;AAEL012439
AAEL010666;AAEL002687
AAEL013380;AAEL011250
AAEL015567;AAEL002687
AAEL013230;AAEL013121
AAEL012035;AAEL011025
AAEL006725;AAEL003605
AAEL002831;AAEL003912
AAEL011866;AAEL003552
AAEL007400;AAEL003377
AAEL006299;AAEL011502
AAEL015007;AAEL010087
AAEL013089;AAEL010087
AAEL013248;AAEL008850
AAEL009383;AAEL014528
AAEL001734;AAEL009937
AAEL009145;AAEL009839
AAEL005742;AAEL006789
AAEL008363;AAEL007067
AAEL012122;AAEL012095
AAEL008363;AAEL006988
AAEL006148;AAEL000174
AAEL006174;AAEL009898
AAEL010013;AAEL010387
AAEL013369;AAEL003912
AAEL002137;AAEL007067
AAEL007474;AAEL011478
AAEL002767;AAEL006782
AAEL004586;AAEL014168
AAEL007049;AAEL006061
AAEL008930;AAEL010470
AAEL006840;AAEL013818
AAEL012656;AAEL013818
AAEL000568;AAEL014915
AAEL012930;AAEL012930
AAEL004173;AAEL014915
AAEL003400;AAEL011196
AAEL011693;AAEL012874
AAEL007400;AAEL010060
AAEL008728;AAEL011282
AAEL008755;AAEL013998
AAEL010744;AAEL002445
AAEL008645;AAEL009478
AAEL002418;AAEL013116
AAEL000568;AAEL012095
AAEL001363;AAEL002879
AAEL004733;AAEL012095
AAEL004173;AAEL012095
AAEL011087;AAEL000677
AAEL007573;AAEL009308
AAEL003409;AAEL008175
AAEL012459;AAEL015120
AAEL012459;AAEL011667
AAEL014325;AAEL012095
AAEL007442;AAEL009160
AAEL014325;AAEL012419
AAEL007988;AAEL006295
AAEL004327;AAEL010975
AAEL002096;AAEL007219
AAEL000159;AAEL000159
AAEL004942;AAEL004358
AAEL006223;AAEL007581
AAEL004434;AAEL004434
